央视频道,#genre#
CCTV3,http://223.110.235.24/ott.js.chinamobile.com/PLTV/3/224/3221228126/index.m3u8
CCTV4,http://ott.mobaibox.com/PLTV/3/224/3221228307/index.m3u8
CCTV4,http://223.110.245.165/ott.js.chinamobile.com/PLTV/3/224/3221227658/index.m3u8
CCTV4,http://183.207.249.137/ott.js.chinamobile.com/PLTV/3/224/3221227683/index.m3u8
CCTV4,http://183.207.248.144/ott.js.chinamobile.com/PLTV/3/224/3221227489/index.m3u8
CCTV4,http://223.110.236.24/ott.js.chinamobile.com/PLTV/3/224/3221227549/index.m3u8
CCTV4,http://223.110.236.16/ott.js.chinamobile.com/PLTV/3/224/3221228091/index.m3u8
CCTV5,http://ott.mobaibox.com/PLTV/3/224/3221227686/index.m3u8
CCTV5,http://183.207.248.172/ott.js.chinamobile.com/PLTV/3/224/3221227298/index.m3u8
CCTV5,http://223.110.235.22/ott.js.chinamobile.com/PLTV/3/224/3221227452/index.m3u8
CCTV5,http://223.110.236.5/ott.js.chinamobile.com/PLTV/3/224/3221228173/index.m3u8
CCTV5,http://183.207.248.139/ott.js.chinamobile.com/PLTV/3/224/3221227466/index.m3u8
CCTV5,http://183.207.249.134/ott.js.chinamobile.com/PLTV/3/224/3221227537/index.m3u8
CCTV5,http://183.207.249.137/ott.js.chinamobile.com/PLTV/3/224/3221227617/index.m3u8
CCTV5,http://223.110.235.16/ott.js.chinamobile.com/PLTV/3/224/3221228179/index.m3u8
CCTV5+,http://ott.mobaibox.com/PLTV/3/224/3221228277/index.m3u8
CCTV5+,http://223.110.235.13/ott.js.chinamobile.com/PLTV/3/224/3221227685/index.m3u8
CCTV5+,http://223.110.235.24/ott.js.chinamobile.com/PLTV/3/224/3221228076/index.m3u8
CCTV5+,http://183.207.249.134/ott.js.chinamobile.com/PLTV/3/224/3221227463/index.m3u8
CCTV5+,http://223.110.236.20/ott.js.chinamobile.com/PLTV/3/224/3221228176/index.m3u8
CCTV6,http://ott.mobaibox.com/PLTV/3/224/3221228280/index.m3u8
CCTV6,http://223.110.235.6/ott.js.chinamobile.com/PLTV/3/224/3221227209/index.m3u8
CCTV6,http://183.207.249.139/ott.js.chinamobile.com/PLTV/3/224/3221227301/index.m3u8
CCTV6,http://183.207.248.135/ott.js.chinamobile.com/PLTV/3/224/3221225548/index.m3u8
CCTV6,http://223.110.235.16/ott.js.chinamobile.com/PLTV/3/224/3221227581/index.m3u8
CCTV6,http://183.207.248.170/ott.js.chinamobile.com/PLTV/3/224/3221227430/index.m3u8
CCTV6,http://183.207.248.176/ott.js.chinamobile.com/PLTV/3/224/3221227505/index.m3u8
CCTV6,http://223.110.236.16/ott.js.chinamobile.com/PLTV/3/224/3221228123/index.m3u8
CCTV7,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV7,http://183.207.248.167/ott.js.chinamobile.com/PLTV/3/224/3221227314/index.m3u8
CCTV7,http://183.207.249.136/ott.js.chinamobile.com/PLTV/3/224/3221225546/index.m3u8
CCTV7,http://223.110.235.16/ott.js.chinamobile.com/PLTV/3/224/3221227642/index.m3u8
CCTV7,http://183.207.248.172/ott.js.chinamobile.com/PLTV/3/224/3221227626/index.m3u8
CCTV7,http://223.110.236.22/ott.js.chinamobile.com/PLTV/3/224/3221227690/index.m3u8
CCTV8,http://ott.mobaibox.com/PLTV/3/224/3221228398/index.m3u8
CCTV8,http://183.207.248.142/ott.js.chinamobile.com/PLTV/3/224/3221227304/index.m3u8
CCTV8,http://223.110.235.6/ott.js.chinamobile.com/PLTV/3/224/3221227205/index.m3u8
CCTV8,http://223.110.236.10/ott.js.chinamobile.com/PLTV/3/224/3221227204/index.m3u8
CCTV8,http://223.110.235.10/ott.js.chinamobile.com/PLTV/3/224/3221227667/index.m3u8
CCTV8,http://183.207.248.174/ott.js.chinamobile.com/PLTV/3/224/3221227750/index.m3u8
CCTV8,http://223.110.235.18/ott.js.chinamobile.com/PLTV/3/224/3221228079/index.m3u8
CCTV8,http://183.207.248.167/ott.js.chinamobile.com/PLTV/3/224/3221227433/index.m3u8
CCTV8,http://223.110.235.22/ott.js.chinamobile.com/PLTV/3/224/3221227629/index.m3u8
CCTV8,http://223.110.236.26/ott.js.chinamobile.com/PLTV/3/224/3221228194/index.m3u8
CCTV9,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV9,http://183.207.249.174/ott.js.chinamobile.com/PLTV/3/224/3221225532/index.m3u8
CCTV9,http://223.110.236.7/ott.js.chinamobile.com/PLTV/3/224/3221227659/index.m3u8
CCTV9,http://223.110.236.23/ott.js.chinamobile.com/PLTV/3/224/3221227614/index.m3u8
CCTV9,http://183.207.248.172/ott.js.chinamobile.com/PLTV/3/224/3221225868/index.m3u8
CCTV10,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
CCTV10,http://223.110.235.14/ott.js.chinamobile.com/PLTV/3/224/3221227317/index.m3u8
CCTV10,http://223.110.235.2/ott.js.chinamobile.com/PLTV/3/224/3221225550/index.m3u8
CCTV10,http://223.110.236.24/ott.js.chinamobile.com/PLTV/3/224/3221227717/index.m3u8
CCTV10,http://223.110.235.14/ott.js.chinamobile.com/PLTV/3/224/3221227620/index.m3u8
CCTV10,http://223.110.235.10/ott.js.chinamobile.com/PLTV/3/224/3221228078/index.m3u8
CCTV11,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8
CCTV11,http://223.110.236.9/ott.js.chinamobile.com/PLTV/3/224/3221227524/index.m3u8
CCTV11,http://223.110.236.7/ott.js.chinamobile.com/PLTV/3/224/3221227720/index.m3u8
CCTV12,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV12,http://223.110.235.10/ott.js.chinamobile.com/PLTV/3/224/3221227655/index.m3u8
CCTV12,http://223.110.235.14/ott.js.chinamobile.com/PLTV/3/224/3221227637/index.m3u8
CCTV13,http://ott.mobaibox.com/PLTV/3/224/3221228324/index.m3u8
CCTV13,http://223.110.235.26/ott.js.chinamobile.com/PLTV/3/224/3221228121/index.m3u8
CCTV13,http://223.110.235.23/ott.js.chinamobile.com/PLTV/3/224/3221228224/index.m3u8
CCTV13,http://183.207.248.174/ott.js.chinamobile.com/PLTV/3/224/3221227387/index.m3u8
CCTV14,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV14,http://223.110.235.10/ott.js.chinamobile.com/PLTV/3/224/3221227656/index.m3u8
CCTV14,http://223.110.235.14/ott.js.chinamobile.com/PLTV/3/224/3221227693/index.m3u8
CCTV15,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8
CCTV15,http://223.110.235.2/ott.js.chinamobile.com/PLTV/3/224/3221227538/index.m3u8
CCTV15,http://223.110.235.10/ott.js.chinamobile.com/PLTV/3/224/3221227723/index.m3u8
CCTV15 576,http://223.110.235.20/ott.js.chinamobile.com/PLTV/3/224/3221225817/index.m3u8
CCTV16,http://ott.mobaibox.com/PLTV/3/224/3221228112/index.m3u8
CCTV16,http://ott.mobaibox.com/PLTV/3/224/3221228314/index.m3u8
CCTV16,http://ott.mobaibox.com/PLTV/3/224/3221228168/index.m3u8
CCTV16,http://ott.mobaibox.com/PLTV/3/224/3221228127/index.m3u8
CCTV17,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8
CCTV17,http://223.110.235.16/ott.js.chinamobile.com/PLTV/3/224/3221227578/index.m3u8
CCTV17,http://223.110.236.12/ott.js.chinamobile.com/PLTV/3/224/3221227592/index.m3u8
CCTV17,http://223.110.235.23/ott.js.chinamobile.com/PLTV/3/224/3221227589/index.m3u8
CCTV17,http://223.110.235.10/ott.js.chinamobile.com/PLTV/3/224/3221227726/index.m3u8
CCTV17,http://223.110.235.17/ott.js.chinamobile.com/PLTV/3/224/3221227639/index.m3u8
CGTN 纪录,http://223.110.241.139:6610/cntv/live1/n-cctv-9/n-cctv-9
CGTN 纪录,http://223.110.235.25/ott.js.chinamobile.com/PLTV/3/224/3221227574/index.m3u8
CGTN 新闻,http://223.110.241.139:6610/gitv/live1/G_CCTV-NEWS/G_CCTV-NEWS/
CGTN,http://223.110.235.10/ott.js.chinamobile.com/PLTV/3/224/3221228095/index.m3u8
CGTN,http://183.207.249.136/ott.js.chinamobile.com/PLTV/3/224/3221225917/index.m3u8
CETV1,http://223.110.241.139:6610/gitv/live1/G_CETV-1/G_CETV-1/
CETV2,http://223.110.241.139:6610/gitv/live1/G_CETV-2/G_CETV-2/
CETV3,http://223.110.241.139:6610/gitv/live1/G_CETV-3/G_CETV-3/
CETV4,http://223.110.241.139:6610/gitv/live1/G_CETV-4/G_CETV-4/
早期教育,http://183.207.248.71/gitv/live1/G_CETV-ZQJY-CQ/G_CETV-ZQJY-CQ
卫视频道,#genre#
江苏卫视,http://183.207.248.172/ott.js.chinamobile.com/PLTV/3/224/3221227185/index.m3u8
江苏卫视,http://183.207.249.135/ott.js.chinamobile.com/PLTV/3/224/3221227402/index.m3u8
江苏卫视,http://223.110.235.16/ott.js.chinamobile.com/PLTV/3/224/3221227736/index.m3u8
江苏卫视,http://223.110.235.16/ott.js.chinamobile.com/PLTV/3/224/3221227739/index.m3u8
江苏卫视,http://223.110.235.16/ott.js.chinamobile.com/PLTV/3/224/3221227792/index.m3u8
江苏卫视,http://223.110.235.24/ott.js.chinamobile.com/PLTV/3/224/3221228099/index.m3u8
江苏卫视,http://223.110.235.3/ott.js.chinamobile.com/PLTV/3/224/3221227689/index.m3u8
江苏卫视,http://223.110.236.24/ott.js.chinamobile.com/PLTV/3/224/3221228097/index.m3u8
江苏卫视,http://223.110.236.5/ott.js.chinamobile.com/PLTV/3/224/3221227561/index.m3u8
江苏卫视,http://223.110.236.6/ott.js.chinamobile.com/PLTV/3/224/3221227255/index.m3u8
江苏卫视,http://223.110.243.158/ott.js.chinamobile.com/PLTV/3/224/3221227668/index.m3u8
江苏卫视,http://ott.mobaibox.com/PLTV/3/224/3221228306/index.m3u8
湖南卫视,http://183.207.248.133/ott.js.chinamobile.com/PLTV/3/224/3221227404/index.m3u8
湖南卫视,http://183.207.249.136/ott.js.chinamobile.com/PLTV/3/224/3221227220/index.m3u8
湖南卫视,http://183.207.249.176/ott.js.chinamobile.com/PLTV/3/224/3221227698/index.m3u8
湖南卫视,http://223.110.235.10/ott.js.chinamobile.com/PLTV/3/224/3221227320/index.m3u8
湖南卫视,http://223.110.235.13/ott.js.chinamobile.com/PLTV/3/224/3221227735/index.m3u8
湖南卫视,http://223.110.235.23/ott.js.chinamobile.com/PLTV/3/224/3221227482/index.m3u8
湖南卫视,http://223.110.236.10/ott.js.chinamobile.com/PLTV/3/224/3221227191/index.m3u8
湖南卫视,http://223.110.236.24/ott.js.chinamobile.com/PLTV/3/224/3221228227/index.m3u8
湖南卫视,http://ott.mobaibox.com/PLTV/3/224/3221228413/index.m3u8
浙江卫视,http://183.207.248.139/ott.js.chinamobile.com/PLTV/3/224/3221225544/index.m3u8
浙江卫视,http://183.207.248.170/ott.js.chinamobile.com/PLTV/3/224/3221227491/index.m3u8
浙江卫视,http://183.207.249.133/ott.js.chinamobile.com/PLTV/3/224/3221227215/index.m3u8
浙江卫视,http://223.110.235.10/ott.js.chinamobile.com/PLTV/3/224/3221228147/index.m3u8
浙江卫视,http://223.110.235.13/ott.js.chinamobile.com/PLTV/3/224/3221227744/index.m3u8
浙江卫视,http://223.110.235.2/ott.js.chinamobile.com/PLTV/3/224/3221227393/index.m3u8
浙江卫视,http://223.110.235.2/ott.js.chinamobile.com/PLTV/3/224/3221227692/index.m3u8
浙江卫视,http://223.110.236.26/ott.js.chinamobile.com/PLTV/3/224/3221228204/index.m3u8
浙江卫视,http://ott.mobaibox.com/PLTV/3/224/3221228309/index.m3u8
安徽卫视,http://183.207.249.135/ott.js.chinamobile.com/PLTV/3/224/3221227558/index.m3u8
安徽卫视,http://183.207.249.173/ott.js.chinamobile.com/PLTV/3/224/3221225634/index.m3u8
安徽卫视,http://223.110.235.18/ott.js.chinamobile.com/PLTV/3/224/3221227653/index.m3u8
安徽卫视,http://223.110.235.23/ott.js.chinamobile.com/PLTV/3/224/3221227759/index.m3u8
安徽卫视,http://223.110.236.23/ott.js.chinamobile.com/PLTV/3/224/3221228153/index.m3u8
安徽卫视,http://ott.mobaibox.com/PLTV/3/224/3221228327/index.m3u8
北京卫视,http://183.207.249.143/ott.js.chinamobile.com/PLTV/3/224/3221227390/index.m3u8
北京卫视,http://183.207.249.170/ott.js.chinamobile.com/PLTV/3/224/3221225574/index.m3u8
北京卫视,http://223.110.235.14/ott.js.chinamobile.com/PLTV/3/224/3221227436/index.m3u8
北京卫视,http://223.110.235.18/ott.js.chinamobile.com/PLTV/3/224/3221227652/index.m3u8
北京卫视,http://223.110.235.18/ott.js.chinamobile.com/PLTV/3/224/3221228115/index.m3u8
北京卫视,http://223.110.235.3/ott.js.chinamobile.com/PLTV/3/224/3221227694/index.m3u8
北京卫视,http://ott.mobaibox.com/PLTV/3/224/3221228410/index.m3u8
东方卫视,http://183.207.248.136/ott.js.chinamobile.com/PLTV/3/224/3221227396/index.m3u8
东方卫视,http://183.207.248.144/ott.js.chinamobile.com/PLTV/3/224/3221227511/index.m3u8
东方卫视,http://183.207.249.135/ott.js.chinamobile.com/PLTV/3/224/3221227486/index.m3u8
东方卫视,http://223.110.235.10/ott.js.chinamobile.com/PLTV/3/224/3221227732/index.m3u8
东方卫视,http://223.110.235.24/ott.js.chinamobile.com/PLTV/3/224/3221227597/index.m3u8
东方卫视,http://223.110.235.26/ott.js.chinamobile.com/PLTV/3/224/3221228150/index.m3u8
东方卫视,http://223.110.235.6/ott.js.chinamobile.com/PLTV/3/224/3221227208/index.m3u8
东方卫视,http://223.110.245.164/ott.js.chinamobile.com/PLTV/3/224/3221227688/index.m3u8
东方卫视,http://ott.mobaibox.com/PLTV/3/224/3221228425/index.m3u8
东南卫视,http://223.110.241.139:6610/gitv/live1/DNWS/DNWS/
甘肃卫视,http://223.110.236.16/ott.js.chinamobile.com/PLTV/3/224/3221228166/index.m3u8
甘肃卫视,http://ott.mobaibox.com/PLTV/3/224/3221227568/index.m3u8
广东卫视,http://183.207.248.136/ott.js.chinamobile.com/PLTV/3/224/3221227249/index.m3u8
广东卫视,http://183.207.249.140/ott.js.chinamobile.com/PLTV/3/224/3221227445/index.m3u8
广东卫视,http://223.110.235.3/ott.js.chinamobile.com/PLTV/3/224/3221227476/index.m3u8
广东卫视,http://223.110.235.3/ott.js.chinamobile.com/PLTV/3/224/3221227691/index.m3u8
广东卫视,http://223.110.235.7/ott.js.chinamobile.com/PLTV/3/224/3221227591/index.m3u8
广东卫视,http://223.110.236.8/ott.js.chinamobile.com/PLTV/3/224/3221228230/index.m3u8
广东卫视,http://223.110.245.141/ott.js.chinamobile.com/PLTV/3/224/3221227673/index.m3u8
广东卫视,http://ott.mobaibox.com/PLTV/3/224/3221228312/index.m3u8
广西卫视,http://223.110.235.27/ott.js.chinamobile.com/PLTV/3/224/3221228183/index.m3u8
广西卫视,http://ott.mobaibox.com/PLTV/3/224/3221228183/index.m3u8
贵州卫视,http://223.110.235.8/ott.js.chinamobile.com/PLTV/3/224/3221228136/index.m3u8
贵州卫视,http://ott.mobaibox.com/PLTV/3/224/3221228136/index.m3u8
海南卫视,http://223.110.236.26/ott.js.chinamobile.com/PLTV/3/224/3221228139/index.m3u8
海南卫视,http://223.110.254.137:6610/cntv/live1/HD-8000k-1080P-lvyoustv/HD-8000k-1080P-lvyoustv
河北卫视,http://223.110.236.9/ott.js.chinamobile.com/PLTV/3/224/3221228106/index.m3u8
河北卫视,http://ott.mobaibox.com/PLTV/3/224/3221228106/index.m3u8
河南卫视,http://223.110.236.9/ott.js.chinamobile.com/PLTV/3/224/3221228221/index.m3u8
河南卫视,http://ott.mobaibox.com/PLTV/3/224/3221228221/index.m3u8
黑龙江卫视,http://ott.mobaibox.com/PLTV/3/224/3221228295/index.m3u8
湖北卫视,http://183.207.248.134/ott.js.chinamobile.com/PLTV/3/224/3221227495/index.m3u8
湖北卫视,http://183.207.248.174/ott.js.chinamobile.com/PLTV/3/224/3221227703/index.m3u8
湖北卫视,http://183.207.249.143/ott.js.chinamobile.com/PLTV/3/224/3221227479/index.m3u8
湖北卫视,http://223.110.235.10/ott.js.chinamobile.com/PLTV/3/224/3221227377/index.m3u8
湖北卫视,http://223.110.236.20/ott.js.chinamobile.com/PLTV/3/224/3221227565/index.m3u8
湖北卫视,http://223.110.236.3/ott.js.chinamobile.com/PLTV/3/224/3221227665/index.m3u8
湖北卫视,http://223.110.236.5/ott.js.chinamobile.com/PLTV/3/224/3221228159/index.m3u8
湖北卫视,http://ott.mobaibox.com/PLTV/3/224/3221227495/index.m3u8
吉林卫视,http://223.110.235.7/ott.js.chinamobile.com/PLTV/3/224/3221228028/index.m3u8
吉林卫视,http://223.110.236.13/ott.js.chinamobile.com/PLTV/3/224/3221225883/index.m3u8
吉林卫视,http://ott.mobaibox.com/PLTV/3/224/3221228130/index.m3u8
江西卫视,http://ott.mobaibox.com/PLTV/3/224/3221228109/index.m3u8
辽宁卫视,http://183.207.248.165/ott.js.chinamobile.com/PLTV/3/224/3221227410/index.m3u8
辽宁卫视,http://183.207.248.166/ott.js.chinamobile.com/PLTV/3/224/3221227380/index.m3u8
辽宁卫视,http://183.207.248.172/ott.js.chinamobile.com/PLTV/3/224/3221227485/index.m3u8
辽宁卫视,http://223.110.235.13/ott.js.chinamobile.com/PLTV/3/224/3221227676/index.m3u8
辽宁卫视,http://223.110.235.22/ott.js.chinamobile.com/PLTV/3/224/3221228162/index.m3u8
辽宁卫视,http://223.110.235.3/ott.js.chinamobile.com/PLTV/3/224/3221227700/index.m3u8
辽宁卫视,http://ott.mobaibox.com/PLTV/3/224/3221228310/index.m3u8
内蒙古卫视,http://183.207.249.175/ott.js.chinamobile.com/PLTV/3/224/3221225836/index.m3u8
内蒙古卫视,http://223.110.235.24/ott.js.chinamobile.com/PLTV/3/224/3221227557/index.m3u8
内蒙古卫视,https://livestream-bt.nmtv.cn/nmtv/2314general.m3u8?txSecret=dc348a27bd36fe1bd63562af5e7269ea&txTime=771EF880
宁夏卫视,http://183.207.248.168/ott.js.chinamobile.com/PLTV/3/224/3221225842/index.m3u8
宁夏卫视,http://223.110.235.7/ott.js.chinamobile.com/PLTV/3/224/3221227563/index.m3u8
宁夏卫视,http://223.110.241.139:6610/gitv/live1/G_NINGXIA/G_NINGXIA/
青海卫视,http://223.110.235.26/ott.js.chinamobile.com/PLTV/3/224/3221227554/index.m3u8
青海卫视,http://ott.mobaibox.com/PLTV/3/224/3221227554/index.m3u8
厦门卫视,http://223.110.241.139:6610/gitv/live1/G_XIAMEN/G_XIAMEN/
山东卫视,http://183.207.248.135/ott.js.chinamobile.com/PLTV/3/224/3221227517/index.m3u8
山东卫视,http://183.207.249.176/ott.js.chinamobile.com/PLTV/3/224/3221227310/index.m3u8
山东卫视,http://223.110.235.10/ott.js.chinamobile.com/PLTV/3/224/3221228124/index.m3u8
山东卫视,http://223.110.235.2/ott.js.chinamobile.com/PLTV/3/224/3221227697/index.m3u8
山东卫视,http://223.110.235.7/ott.js.chinamobile.com/PLTV/3/224/3221227621/index.m3u8
山东卫视,http://223.110.236.7/ott.js.chinamobile.com/PLTV/3/224/3221227671/index.m3u8
山东卫视,http://223.110.245.148/ott.js.chinamobile.com/PLTV/3/224/3221227258/index.m3u8
山东卫视,http://ott.mobaibox.com/PLTV/3/224/3221228315/index.m3u8
山西卫视,http://118.77.123.203:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://223.110.236.11/ott.js.chinamobile.com/PLTV/3/224/3221227559/index.m3u8
陕西卫视,http://183.207.248.175/ott.js.chinamobile.com/PLTV/3/224/3221227022/index.m3u8
陕西卫视,http://223.110.235.27/ott.js.chinamobile.com/PLTV/3/224/3221227583/index.m3u8
陕西卫视,http://223.110.241.139:6610/gitv/live1/G_SHANXI/G_SHANXI/
深圳卫视,http://183.207.248.139/ott.js.chinamobile.com/PLTV/3/224/3221227442/index.m3u8
深圳卫视,http://183.207.248.142/ott.js.chinamobile.com/PLTV/3/224/3221227217/index.m3u8
深圳卫视,http://183.207.248.166/ott.js.chinamobile.com/PLTV/3/224/3221227555/index.m3u8
深圳卫视,http://223.110.235.24/ott.js.chinamobile.com/PLTV/3/224/3221228236/index.m3u8
深圳卫视,http://223.110.235.3/ott.js.chinamobile.com/PLTV/3/224/3221227695/index.m3u8
深圳卫视,http://223.110.236.20/ott.js.chinamobile.com/PLTV/3/224/3221227624/index.m3u8
深圳卫视,http://223.110.245.155/ott.js.chinamobile.com/PLTV/3/224/3221227677/index.m3u8
深圳卫视,http://ott.mobaibox.com/PLTV/3/224/3221227442/index.m3u8
四川卫视,http://223.110.235.7/ott.js.chinamobile.com/PLTV/3/224/3221227556/index.m3u8
四川卫视,http://223.110.236.16/ott.js.chinamobile.com/PLTV/3/224/3221225814/index.m3u8
四川卫视,http://ott.mobaibox.com/PLTV/3/224/3221227556/index.m3u8
天津卫视,http://183.207.249.142/ott.js.chinamobile.com/PLTV/3/224/3221227382/index.m3u8
天津卫视,http://223.110.235.6/ott.js.chinamobile.com/PLTV/3/224/3221227633/index.m3u8
天津卫视,http://223.110.236.24/ott.js.chinamobile.com/PLTV/3/224/3221228239/index.m3u8
天津卫视,http://223.110.245.146/ott.js.chinamobile.com/PLTV/3/224/3221227756/index.m3u8
天津卫视,http://223.110.245.157/ott.js.chinamobile.com/PLTV/3/224/3221227741/index.m3u8
天津卫视,http://223.110.245.164/ott.js.chinamobile.com/PLTV/3/224/3221227407/index.m3u8
天津卫视,http://ott.mobaibox.com/PLTV/3/224/3221228416/index.m3u8
西藏卫视,http://183.207.249.137/ott.js.chinamobile.com/PLTV/3/224/3221226376/index.m3u8
西藏卫视,http://223.110.236.20/ott.js.chinamobile.com/PLTV/3/224/3221227562/index.m3u8
西藏卫视,http://223.110.241.139:6610/gitv/live1/G_XIZANG/G_XIZANG/
新疆卫视,http://183.207.248.134/ott.js.chinamobile.com/PLTV/3/224/3221225523/index.m3u8
新疆卫视,http://183.207.249.173/ott.js.chinamobile.com/PLTV/3/224/3221225844/index.m3u8
新疆卫视,http://223.110.236.10/ott.js.chinamobile.com/PLTV/3/224/3221227627/index.m3u8
新疆卫视,http://ott.mobaibox.com/PLTV/3/224/3221228290/index.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
云南卫视,http://223.110.236.27/ott.js.chinamobile.com/PLTV/3/224/3221228169/index.m3u8
云南卫视,http://ott.mobaibox.com/PLTV/3/224/3221227571/index.m3u8
重庆卫视,http://223.110.235.8/ott.js.chinamobile.com/PLTV/3/224/3221228133/index.m3u8
重庆卫视,http://223.110.245.145/ott.js.chinamobile.com/PLTV/3/224/3221227729/index.m3u8
重庆卫视,http://ott.mobaibox.com/PLTV/3/224/3221228133/index.m3u8
地方频道,#genre#
无锡新闻综合,http://ott.mobaibox.com/PLTV/3/224/3221228103/index.m3u8
无锡娱乐,http://stream.thmz.com/wxtv2/playlist.m3u8
无锡都市资讯,http://stream.thmz.com/wxtv3/playlist.m3u8
无锡生活,http://stream.thmz.com/wxtv4/playlist.m3u8
无锡经济,http://stream.thmz.com/wxtv5/playlist.m3u8
南京新闻综合,http://223.110.241.139:6610/gitv/live1/G_NJXW/G_NJXW/
南京新闻综合 8M1080,http://183.207.249.137/ott.js.chinamobile.com/PLTV/3/224/3221227213/index.m3u8
南京教科,http://223.110.241.139:6610/gitv/live1/G_NJJK/G_NJJK/
南京十八,http://223.110.241.139:6610/gitv/live1/G_NJSB/G_NJSB/
南京十八 576,http://223.110.236.17/ott.js.chinamobile.com/PLTV/3/224/3221227178/index.m3u8
江苏教育,http://223.110.241.139:6610/gitv/live1/G_JSJY/G_JSJY/
江苏教育 576,http://223.110.235.20/ott.js.chinamobile.com/PLTV/3/224/3221225923/index.m3u8
江苏城市,http://223.110.241.139:6610/gitv/live1/G_JSCS/G_JSCS/
江苏城市 576,http://183.207.249.169/ott.js.chinamobile.com/PLTV/3/224/3221225929/index.m3u8
江苏公共新闻,http://223.110.241.139:6610/gitv/live1/G_JSGG/G_JSGG/
江苏公共新闻 576,http://183.207.249.176/ott.js.chinamobile.com/PLTV/3/224/3221225925/index.m3u8
江苏影视,http://223.110.241.139:6610/gitv/live1/G_JSYS/G_JSYS/
江苏影视 576,http://183.207.248.139/ott.js.chinamobile.com/PLTV/3/224/3221225937/index.m3u8
江苏体育,http://223.110.241.139:6610/gitv/live1/G_JSTY/G_JSTY/
江苏综艺,http://223.110.241.139:6610/gitv/live1/G_JSZY/G_JSZY/
江苏综艺 576,http://183.207.249.172/ott.js.chinamobile.com/PLTV/3/224/3221225931/index.m3u8
苏州新闻综合,http://223.110.235.20/ott.js.chinamobile.com/PLTV/3/224/3221228103/index.m3u8
常州公共,http://183.207.249.176/ott.js.chinamobile.com/PLTV/3/224/3221227905/index.m3u8
常州公共,http://223.110.235.18/ott.js.chinamobile.com/PLTV/3/224/3221227772/index.m3u8
常州新闻综合,http://183.207.248.133/ott.js.chinamobile.com/PLTV/3/224/3221227899/index.m3u8
